label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
2,0.357617,0.458057,0.010000,0.472624,0.054132,0.385494,0.129641,0.301004,0.199827,0.228938,0.101681,0.233269,0.072937,0.089457,0.063481,0.010000,0.044274,0.010000,0.329075,0.148452,0.308412,0.010000,0.299530,0.010000,0.291852,0.010000,0.756287,0.396821,0.903948,0.432663,0.990000,0.455924,0.990000,0.473374,0.928039,0.377416,0.990000,0.368678,0.990000,0.359487,0.990000,0.349165
2,0.599850,0.471209,0.290989,0.428947,0.366295,0.364007,0.441541,0.313751,0.494948,0.264595,0.434697,0.259134,0.448151,0.143582,0.453285,0.054291,0.460737,0.010000,0.604050,0.225815,0.598895,0.098584,0.601847,0.010000,0.602020,0.010000,0.924658,0.445549,0.990000,0.465025,0.990000,0.479020,0.990000,0.490450,0.990000,0.498405,0.990000,0.523664,0.990000,0.540182,0.990000,0.555685
2,0.503356,0.635520,0.199159,0.520665,0.302378,0.484352,0.397010,0.459526,0.474374,0.435665,0.377853,0.370381,0.407185,0.249970,0.436157,0.162024,0.452666,0.083604,0.589927,0.394825,0.637305,0.265272,0.686283,0.172379,0.711844,0.086088,0.847445,0.705861,0.958524,0.752823,0.990000,0.786059,0.990000,0.818113,0.950964,0.816789,0.990000,0.881306,0.990000,0.918901,0.990000,0.959106
2,0.627349,0.461328,0.222941,0.544364,0.303422,0.434231,0.379881,0.342581,0.446844,0.256929,0.331860,0.254929,0.301343,0.105364,0.271957,0.010000,0.258272,0.010000,0.534306,0.146176,0.489048,0.010000,0.455433,0.010000,0.425998,0.010000,0.990000,0.314610,0.990000,0.310799,0.990000,0.306875,0.990000,0.296183,0.990000,0.339296,0.990000,0.345998,0.990000,0.353843,0.990000,0.355213
2,0.479527,0.407481,0.152206,0.381125,0.243175,0.321882,0.334570,0.276556,0.405721,0.226318,0.287033,0.176457,0.293464,0.050966,0.298918,0.010000,0.293942,0.010000,0.481371,0.145884,0.485618,0.010000,0.484140,0.010000,0.478556,0.010000,0.839929,0.401518,0.954756,0.423653,0.990000,0.454196,0.990000,0.470811,0.975997,0.455600,0.990000,0.484498,0.990000,0.500207,0.990000,0.524192
2,0.380292,0.729586,0.087565,0.712232,0.169332,0.656646,0.242718,0.608437,0.307776,0.568037,0.208182,0.530095,0.218078,0.423085,0.219120,0.333391,0.226627,0.254427,0.396672,0.490618,0.409736,0.370717,0.420037,0.268690,0.431707,0.188235,0.711583,0.714373,0.823511,0.735979,0.906202,0.748315,0.983670,0.762713,0.829591,0.773901,0.925211,0.799866,0.990000,0.824475,0.990000,0.845645
2,0.430134,0.701303,0.084157,0.681384,0.176191,0.616206,0.260855,0.555741,0.335474,0.505948,0.223983,0.468508,0.222192,0.334422,0.219140,0.238868,0.223674,0.148742,0.449976,0.426842,0.465193,0.279814,0.487353,0.163236,0.491044,0.074463,0.792913,0.692471,0.922392,0.744681,0.990000,0.771638,0.990000,0.800183,0.948123,0.742687,0.990000,0.780563,0.990000,0.813055,0.990000,0.834954
2,0.538882,0.432981,0.189350,0.368886,0.303863,0.316101,0.399390,0.272942,0.479309,0.235297,0.337463,0.162180,0.334356,0.019619,0.331426,0.010000,0.336400,0.010000,0.571550,0.140820,0.582392,0.010000,0.596310,0.010000,0.606291,0.010000,0.934553,0.432104,0.990000,0.465345,0.990000,0.491757,0.990000,0.513002,0.990000,0.497950,0.990000,0.519069,0.990000,0.537131,0.990000,0.554256
2,0.453183,0.303358,0.059625,0.332621,0.141554,0.233664,0.227030,0.149222,0.292147,0.082721,0.208935,0.083601,0.197354,0.010000,0.197603,0.010000,0.192763,0.010000,0.407908,0.010000,0.384371,0.010000,0.368241,0.010000,0.354626,0.010000,0.863860,0.253303,0.990000,0.283166,0.990000,0.312195,0.990000,0.335653,0.990000,0.233460,0.990000,0.225565,0.990000,0.217921,0.990000,0.214629
2,0.354090,0.561759,0.010000,0.679126,0.074603,0.574921,0.142253,0.483142,0.201673,0.412792,0.042667,0.396685,0.010000,0.262527,0.010000,0.156669,0.010000,0.068596,0.272047,0.265442,0.230732,0.108447,0.201684,0.010000,0.168192,0.010000,0.734174,0.373528,0.876138,0.339791,0.984970,0.306020,0.990000,0.286538,0.894829,0.351199,0.990000,0.307234,0.990000,0.273656,0.990000,0.240634
2,0.344976,0.728182,0.010000,0.578992,0.094766,0.556418,0.212969,0.528016,0.322857,0.507535,0.198252,0.382989,0.244368,0.226703,0.279575,0.117682,0.309204,0.010000,0.472444,0.425511,0.544262,0.259657,0.606428,0.137619,0.652178,0.031134,0.791741,0.817385,0.941452,0.882654,0.990000,0.929258,0.990000,0.966441,0.931945,0.944801,0.990000,0.990000,0.990000,0.990000,0.990000,0.990000
2,0.625677,0.537301,0.311230,0.491979,0.401085,0.438195,0.472255,0.381740,0.541203,0.336097,0.444628,0.313076,0.441356,0.200875,0.439602,0.108968,0.433207,0.030563,0.637082,0.286003,0.645316,0.160174,0.656182,0.049060,0.665344,0.010000,0.970605,0.512304,0.990000,0.529236,0.990000,0.531305,0.990000,0.546104,0.990000,0.588600,0.990000,0.614088,0.990000,0.632510,0.990000,0.647951
2,0.370144,0.583577,0.029205,0.667388,0.127514,0.598506,0.219947,0.537306,0.293523,0.481970,0.123747,0.395166,0.111944,0.251725,0.098894,0.145920,0.094498,0.060132,0.311506,0.303511,0.276940,0.151119,0.249440,0.035528,0.236534,0.010000,0.749400,0.505337,0.878740,0.531667,0.990000,0.549910,0.990000,0.563657,0.913222,0.496357,0.990000,0.501656,0.990000,0.497434,0.990000,0.498015
2,0.560204,0.337493,0.139352,0.399792,0.247485,0.299867,0.332074,0.212426,0.410520,0.139531,0.283937,0.097417,0.271130,0.010000,0.264516,0.010000,0.257794,0.010000,0.521137,0.010000,0.510440,0.010000,0.496164,0.010000,0.491400,0.010000,0.990000,0.266134,0.990000,0.297311,0.990000,0.332107,0.990000,0.353444,0.990000,0.248620,0.990000,0.254858,0.990000,0.266647,0.990000,0.270646
2,0.401532,0.361243,0.010000,0.380851,0.071401,0.285685,0.153454,0.194602,0.231341,0.118230,0.129668,0.115884,0.119356,0.010000,0.103195,0.010000,0.100716,0.010000,0.336500,0.035906,0.308954,0.010000,0.276086,0.010000,0.255866,0.010000,0.836490,0.319775,0.990000,0.359450,0.990000,0.387749,0.990000,0.414395,0.990000,0.322350,0.990000,0.328692,0.990000,0.338217,0.990000,0.348831
2,0.521465,0.477642,0.152806,0.461207,0.264239,0.395566,0.364749,0.348254,0.448421,0.300534,0.288370,0.214197,0.283589,0.073934,0.274621,0.010000,0.266380,0.010000,0.531915,0.172805,0.548650,0.019519,0.554130,0.010000,0.558884,0.010000,0.925493,0.471378,0.990000,0.520547,0.990000,0.547142,0.990000,0.581673,0.990000,0.492806,0.990000,0.499225,0.990000,0.500447,0.990000,0.503615
2,0.677652,0.392044,0.404905,0.311949,0.500230,0.293735,0.588390,0.283317,0.664226,0.270612,0.550250,0.142198,0.582201,0.032349,0.595002,0.010000,0.611627,0.010000,0.742213,0.160697,0.767200,0.032184,0.791911,0.010000,0.810658,0.010000,0.977288,0.482774,0.990000,0.553257,0.990000,0.612851,0.990000,0.657716,0.990000,0.556051,0.990000,0.617562,0.990000,0.659270,0.990000,0.698486
2,0.413988,0.560638,0.082576,0.625046,0.190261,0.570466,0.285063,0.526875,0.364358,0.478212,0.178009,0.357998,0.156394,0.222374,0.139870,0.119704,0.128323,0.024427,0.352910,0.282381,0.319647,0.135299,0.299860,0.017728,0.274280,0.010000,0.801303,0.458923,0.933636,0.455057,0.990000,0.451215,0.990000,0.446564,0.960345,0.511787,0.990000,0.509859,0.990000,0.512065,0.990000,0.516191
2,0.633896,0.743209,0.259759,0.725801,0.362364,0.651145,0.459448,0.582700,0.530373,0.535625,0.387632,0.497981,0.367544,0.357857,0.350447,0.250133,0.340357,0.153619,0.618308,0.439015,0.603858,0.288784,0.585802,0.159587,0.578238,0.061535,0.990000,0.705365,0.990000,0.727487,0.990000,0.746789,0.990000,0.760737,0.990000,0.759018,0.990000,0.781216,0.990000,0.798167,0.990000,0.808940
2,0.587662,0.441992,0.280566,0.570074,0.361122,0.485435,0.434302,0.408134,0.498298,0.345198,0.336768,0.294741,0.296568,0.163787,0.271076,0.057889,0.255990,0.010000,0.506465,0.169136,0.461581,0.028655,0.434014,0.010000,0.408533,0.010000,0.937067,0.276834,0.990000,0.246634,0.990000,0.232484,0.990000,0.214927,0.990000,0.263984,0.990000,0.236829,0.990000,0.211329,0.990000,0.190734
2,0.346850,0.721629,0.019027,0.767738,0.087039,0.683750,0.141149,0.605520,0.194482,0.539543,0.128712,0.547967,0.114621,0.422736,0.103997,0.331662,0.088312,0.246880,0.274348,0.470337,0.240581,0.338952,0.207177,0.232480,0.181129,0.145939,0.681978,0.654920,0.808151,0.682303,0.899825,0.699842,0.979286,0.718152,0.834993,0.611175,0.936112,0.596662,0.990000,0.581422,0.990000,0.575033
2,0.549520,0.710864,0.264384,0.797470,0.348907,0.727100,0.413121,0.675492,0.477446,0.619810,0.320813,0.561719,0.297350,0.446030,0.267321,0.351323,0.250674,0.280235,0.486915,0.466385,0.460625,0.336827,0.432024,0.231901,0.412898,0.154406,0.873598,0.632526,0.986009,0.651762,0.990000,0.660102,0.990000,0.675094,0.990000,0.570762,0.990000,0.544804,0.990000,0.530587,0.990000,0.513557
2,0.446123,0.347826,0.115367,0.304618,0.219917,0.249186,0.309172,0.203681,0.382623,0.166187,0.296438,0.107757,0.323329,0.010000,0.351285,0.010000,0.363435,0.010000,0.488472,0.084207,0.503693,0.010000,0.524977,0.010000,0.538318,0.010000,0.796184,0.397487,0.910921,0.465246,0.990000,0.510244,0.990000,0.554862,0.957724,0.400678,0.990000,0.408082,0.990000,0.412403,0.990000,0.417463
2,0.360426,0.641632,0.036353,0.531288,0.139586,0.484952,0.226841,0.440023,0.298122,0.404981,0.203158,0.383761,0.217623,0.258539,0.224552,0.168253,0.237364,0.086740,0.420736,0.390804,0.449667,0.253597,0.479663,0.149674,0.502898,0.067678,0.714486,0.689470,0.827164,0.728832,0.921955,0.763824,0.990000,0.787238,0.822454,0.790106,0.914855,0.839285,0.989358,0.887008,0.990000,0.921459
2,0.378027,0.705129,0.100427,0.797908,0.191620,0.737801,0.262727,0.685708,0.325424,0.642017,0.133175,0.566266,0.082594,0.456486,0.048554,0.379366,0.010000,0.306379,0.327683,0.462531,0.301254,0.337935,0.281531,0.231788,0.270829,0.156690,0.690755,0.627315,0.811202,0.655250,0.900900,0.670996,0.979731,0.683166,0.834454,0.594869,0.936277,0.575009,0.990000,0.565736,0.990000,0.560956
2,0.525790,0.471727,0.170107,0.561352,0.272657,0.484434,0.362134,0.421283,0.449221,0.371094,0.228212,0.273410,0.189564,0.137792,0.156692,0.032256,0.129001,0.010000,0.488825,0.174673,0.482739,0.010000,0.476015,0.010000,0.467717,0.010000,0.917468,0.399179,0.990000,0.427424,0.990000,0.441739,0.990000,0.467400,0.990000,0.396534,0.990000,0.409202,0.990000,0.422379,0.990000,0.431040
2,0.604788,0.709279,0.203820,0.733684,0.324417,0.670803,0.435592,0.612502,0.528610,0.563261,0.311991,0.445339,0.277425,0.286693,0.257334,0.173311,0.236534,0.067223,0.615850,0.370228,0.624032,0.196767,0.632488,0.052811,0.636326,0.010000,0.990000,0.648307,0.990000,0.674721,0.990000,0.698094,0.990000,0.709827,0.990000,0.704756,0.990000,0.742019,0.990000,0.766709,0.990000,0.790911
2,0.429035,0.327929,0.105296,0.432068,0.205389,0.360456,0.286977,0.299552,0.356931,0.240074,0.139189,0.168346,0.084595,0.042617,0.038773,0.010000,0.010000,0.010000,0.365133,0.049574,0.327335,0.010000,0.305158,0.010000,0.292130,0.010000,0.788829,0.226649,0.919349,0.244615,0.990000,0.259316,0.990000,0.273790,0.941084,0.210385,0.990000,0.202438,0.990000,0.203133,0.990000,0.205592
2,0.589158,0.547320,0.227082,0.463237,0.357442,0.441750,0.472269,0.430018,0.569477,0.414438,0.433792,0.239086,0.475014,0.088914,0.503793,0.010000,0.531502,0.010000,0.694666,0.256539,0.761573,0.100340,0.820184,0.010000,0.855840,0.010000,0.990000,0.648446,0.990000,0.732630,0.990000,0.803875,0.990000,0.863976,0.990000,0.691435,0.990000,0.718509,0.990000,0.748248,0.990000,0.768016
2,0.594064,0.323091,0.263520,0.289259,0.366398,0.246234,0.461746,0.209587,0.544738,0.173900,0.400211,0.068381,0.399505,0.010000,0.400831,0.010000,0.395016,0.010000,0.638268,0.043404,0.663376,0.010000,0.686438,0.010000,0.706345,0.010000,0.976604,0.298151,0.990000,0.316553,0.990000,0.335204,0.990000,0.344807,0.990000,0.368183,0.990000,0.389583,0.990000,0.402191,0.990000,0.417338
2,0.328734,0.540085,0.033233,0.595285,0.111413,0.527159,0.176320,0.466087,0.238975,0.409215,0.097538,0.379272,0.062215,0.264984,0.037485,0.181030,0.019518,0.097763,0.281112,0.300793,0.258393,0.173636,0.234252,0.074483,0.219299,0.010000,0.651583,0.475570,0.769895,0.496528,0.864942,0.501251,0.938081,0.518289,0.787313,0.453418,0.888712,0.426059,0.965497,0.407002,0.990000,0.396716
2,0.635895,0.467407,0.307994,0.334089,0.422776,0.307490,0.531483,0.293523,0.623087,0.275540,0.526204,0.165928,0.587857,0.035214,0.630028,0.010000,0.669433,0.010000,0.734523,0.187509,0.788177,0.040201,0.828032,0.010000,0.854792,0.010000,0.990000,0.593772,0.990000,0.680717,0.990000,0.753401,0.990000,0.812655,0.990000,0.665384,0.990000,0.729600,0.990000,0.765837,0.990000,0.801717
2,0.676708,0.451651,0.244796,0.476837,0.338843,0.379209,0.426152,0.286711,0.504805,0.209951,0.392384,0.208753,0.376688,0.046584,0.364019,0.010000,0.354020,0.010000,0.614351,0.117119,0.576331,0.010000,0.545618,0.010000,0.517513,0.010000,0.990000,0.398510,0.990000,0.443902,0.990000,0.472867,0.990000,0.498886,0.990000,0.353786,0.990000,0.328489,0.990000,0.311151,0.990000,0.301038
2,0.675998,0.756236,0.327352,0.797296,0.443781,0.740120,0.541359,0.688193,0.623034,0.648723,0.438815,0.534935,0.419156,0.399510,0.399221,0.289178,0.394590,0.201336,0.656426,0.470492,0.643400,0.311658,0.632502,0.189726,0.618752,0.091219,0.990000,0.686595,0.990000,0.690782,0.990000,0.692782,0.990000,0.688547,0.990000,0.716574,0.990000,0.703874,0.990000,0.704044,0.990000,0.694237
2,0.433208,0.478482,0.022023,0.385962,0.135385,0.305548,0.227047,0.241819,0.314097,0.178736,0.235638,0.182480,0.253763,0.026224,0.279364,0.010000,0.295238,0.010000,0.470575,0.151849,0.490774,0.010000,0.500062,0.010000,0.518687,0.010000,0.862883,0.522572,0.990000,0.582716,0.990000,0.634043,0.990000,0.682143,0.990000,0.570748,0.990000,0.614130,0.990000,0.640768,0.990000,0.663585
2,0.593024,0.720041,0.277046,0.759591,0.359085,0.687702,0.437498,0.633778,0.508521,0.577265,0.371487,0.527519,0.358139,0.405287,0.344955,0.302764,0.341714,0.222817,0.536207,0.458173,0.507493,0.326632,0.470828,0.215558,0.450821,0.132857,0.945907,0.643687,0.990000,0.654100,0.990000,0.665294,0.990000,0.665460,0.990000,0.661264,0.990000,0.658923,0.990000,0.647773,0.990000,0.650116
2,0.453649,0.473302,0.044089,0.478195,0.175052,0.413103,0.289176,0.358434,0.379199,0.306731,0.227774,0.197895,0.243943,0.030483,0.259156,0.010000,0.264032,0.010000,0.477043,0.137962,0.499222,0.010000,0.507008,0.010000,0.520767,0.010000,0.908960,0.477933,0.990000,0.528425,0.990000,0.572306,0.990000,0.608955,0.990000,0.524019,0.990000,0.577305,0.990000,0.617521,0.990000,0.646320
2,0.446588,0.472409,0.057316,0.526176,0.161107,0.443744,0.253967,0.370068,0.333801,0.303531,0.167805,0.254075,0.132502,0.102768,0.109207,0.010000,0.085505,0.010000,0.382237,0.158982,0.350648,0.010000,0.325236,0.010000,0.300212,0.010000,0.858499,0.412548,0.990000,0.442808,0.990000,0.473042,0.990000,0.495601,0.990000,0.382228,0.990000,0.372320,0.990000,0.359131,0.990000,0.356246
2,0.368956,0.578473,0.048506,0.646236,0.108627,0.553017,0.149847,0.475887,0.191215,0.412043,0.131773,0.435532,0.103380,0.315096,0.080967,0.228803,0.057292,0.155998,0.309356,0.331446,0.290767,0.207573,0.277900,0.103977,0.256350,0.017398,0.685062,0.456452,0.802997,0.450960,0.890158,0.445335,0.970965,0.443116,0.815205,0.435468,0.917987,0.406614,0.987834,0.378173,0.990000,0.358411
2,0.382784,0.710560,0.074921,0.638935,0.184868,0.611706,0.280911,0.587104,0.357229,0.570500,0.260499,0.452973,0.295411,0.330897,0.327006,0.242325,0.344977,0.154451,0.466673,0.462217,0.518056,0.332162,0.552605,0.227002,0.584324,0.140868,0.746268,0.769374,0.855503,0.823332,0.953434,0.864887,0.990000,0.896367,0.873136,0.856972,0.972848,0.901475,0.990000,0.932030,0.990000,0.966078
2,0.331332,0.375664,0.010000,0.322851,0.061654,0.260174,0.162345,0.199240,0.242906,0.153612,0.095471,0.095771,0.085695,0.010000,0.083389,0.010000,0.076037,0.010000,0.340508,0.062936,0.348386,0.010000,0.344979,0.010000,0.349611,0.010000,0.758098,0.372249,0.906988,0.415005,0.990000,0.439419,0.990000,0.472850,0.919044,0.446630,0.990000,0.484642,0.990000,0.509313,0.990000,0.526295
2,0.549158,0.670280,0.174565,0.626556,0.280163,0.554862,0.376623,0.493372,0.447929,0.440480,0.360634,0.411575,0.386674,0.277268,0.402756,0.161033,0.421588,0.066985,0.551146,0.369635,0.542274,0.220656,0.537867,0.089069,0.533613,0.010000,0.939155,0.699053,0.990000,0.769505,0.990000,0.812046,0.990000,0.858943,0.990000,0.710039,0.990000,0.720474,0.990000,0.728443,0.990000,0.732897
2,0.547893,0.665113,0.219075,0.748173,0.280462,0.649586,0.335036,0.567707,0.389882,0.504245,0.264498,0.515970,0.212042,0.402765,0.165530,0.312413,0.132525,0.240383,0.465640,0.411693,0.422610,0.272461,0.393769,0.165798,0.363290,0.072794,0.885770,0.555936,0.990000,0.559857,0.990000,0.560848,0.990000,0.559641,0.990000,0.514560,0.990000,0.493872,0.990000,0.471888,0.990000,0.451756
2,0.511911,0.554540,0.179147,0.445168,0.302809,0.418096,0.404578,0.392334,0.493299,0.366919,0.401504,0.267020,0.444533,0.146710,0.486639,0.043034,0.521438,0.010000,0.621216,0.290961,0.690322,0.151189,0.740569,0.045770,0.780007,0.010000,0.871765,0.690056,0.967744,0.783656,0.990000,0.854241,0.990000,0.915303,0.990000,0.725100,0.990000,0.770140,0.990000,0.796582,0.990000,0.824947
2,0.607928,0.618825,0.224436,0.593786,0.331446,0.527148,0.433572,0.469196,0.516751,0.413905,0.357068,0.357586,0.347647,0.210480,0.335025,0.102461,0.318815,0.010000,0.596611,0.316975,0.599925,0.152706,0.588195,0.026136,0.592996,0.010000,0.990000,0.622228,0.990000,0.664808,0.990000,0.705093,0.990000,0.732523,0.990000,0.629648,0.990000,0.641465,0.990000,0.638438,0.990000,0.640034
2,0.589835,0.447975,0.235232,0.574610,0.348432,0.489779,0.441567,0.421664,0.520591,0.366154,0.297017,0.261041,0.257548,0.116491,0.228669,0.010000,0.199501,0.010000,0.478455,0.154113,0.418776,0.010000,0.365178,0.010000,0.326593,0.010000,0.990000,0.307487,0.990000,0.305226,0.990000,0.301060,0.990000,0.300333,0.990000,0.293730,0.990000,0.264697,0.990000,0.246479,0.990000,0.220765
2,0.515932,0.639983,0.209338,0.634162,0.307255,0.587949,0.390202,0.537522,0.461398,0.508183,0.347889,0.424246,0.366690,0.307626,0.378037,0.217122,0.384904,0.136138,0.526001,0.382339,0.521184,0.256001,0.528172,0.141930,0.522773,0.055121,0.864321,0.627460,0.985375,0.657538,0.990000,0.683160,0.990000,0.696477,0.990000,0.676002,0.990000,0.704009,0.990000,0.722967,0.990000,0.747018
2,0.458010,0.686514,0.159387,0.781321,0.252579,0.724782,0.331059,0.664740,0.399189,0.619442,0.221281,0.521173,0.197660,0.393886,0.180483,0.298320,0.165067,0.219959,0.412237,0.422038,0.393097,0.284679,0.384085,0.171967,0.373600,0.087831,0.793017,0.554190,0.920807,0.530462,0.990000,0.515441,0.990000,0.501430,0.945034,0.596048,0.990000,0.605813,0.990000,0.611442,0.990000,0.622475
2,0.664484,0.660016,0.249402,0.634516,0.353474,0.545268,0.438636,0.466673,0.514736,0.392434,0.396971,0.397741,0.378460,0.247739,0.357921,0.132718,0.342073,0.026975,0.686741,0.335485,0.706043,0.169491,0.722583,0.029473,0.731854,0.010000,0.990000,0.610273,0.990000,0.633244,0.990000,0.645223,0.990000,0.662403,0.990000,0.669750,0.990000,0.695025,0.990000,0.723769,0.990000,0.741404
2,0.362052,0.480070,0.028727,0.471428,0.127705,0.414433,0.215482,0.374544,0.289926,0.325240,0.157354,0.253738,0.156081,0.127045,0.152068,0.031693,0.148176,0.010000,0.368521,0.212111,0.376862,0.074411,0.391868,0.010000,0.395032,0.010000,0.713188,0.481031,0.823480,0.534418,0.913619,0.564558,0.990000,0.602960,0.863681,0.480447,0.976370,0.495578,0.990000,0.506025,0.990000,0.508567
2,0.409547,0.741537,0.088996,0.781752,0.184269,0.727789,0.273937,0.676702,0.342631,0.634245,0.199278,0.548595,0.197355,0.414433,0.194683,0.318356,0.192401,0.238350,0.391249,0.481072,0.379734,0.336414,0.375866,0.224252,0.365598,0.136185,0.765575,0.699722,0.889438,0.731260,0.981933,0.753056,0.990000,0.772538,0.909534,0.698182,0.990000,0.695218,0.990000,0.690200,0.990000,0.691703
2,0.546520,0.544807,0.181627,0.626519,0.305320,0.563005,0.402092,0.512890,0.491164,0.461829,0.284691,0.325167,0.266643,0.175234,0.253429,0.060057,0.242626,0.010000,0.492615,0.239155,0.465011,0.079227,0.440524,0.010000,0.417681,0.010000,0.956604,0.472329,0.990000,0.506291,0.990000,0.529108,0.990000,0.546752,0.990000,0.481673,0.990000,0.491091,0.990000,0.500195,0.990000,0.501740
2,0.577703,0.409240,0.188171,0.243208,0.331525,0.198957,0.443797,0.160946,0.550115,0.134296,0.436832,0.058185,0.483341,0.010000,0.517322,0.010000,0.553652,0.010000,0.711252,0.099507,0.780578,0.010000,0.837917,0.010000,0.876161,0.010000,0.990000,0.525903,0.990000,0.600986,0.990000,0.651908,0.990000,0.707894,0.990000,0.650224,0.990000,0.716205,0.990000,0.768569,0.990000,0.816963
2,0.515150,0.764835,0.141944,0.793422,0.234682,0.713520,0.319043,0.637011,0.392552,0.574495,0.266760,0.544109,0.251741,0.398138,0.242419,0.291622,0.229999,0.193147,0.464866,0.463808,0.436548,0.313862,0.404343,0.185592,0.389547,0.089481,0.915169,0.685926,0.990000,0.703233,0.990000,0.719381,0.990000,0.733889,0.990000,0.711351,0.990000,0.714800,0.990000,0.719739,0.990000,0.721712
