label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.358557,0.324872,0.010000,0.312206,0.071526,0.231954,0.162538,0.166124,0.250055,0.110501,0.313687,0.338086,0.444366,0.390165,0.550474,0.435123,0.646822,0.469444,0.563250,0.283376,0.715603,0.316191,0.841333,0.349277,0.939776,0.374919,0.775059,0.297249,0.920247,0.317889,0.990000,0.344619,0.990000,0.360369,0.939260,0.352116,0.990000,0.379644,0.990000,0.396117,0.990000,0.417469
1,0.414445,0.614195,0.123236,0.686171,0.207540,0.626811,0.277681,0.568040,0.348635,0.514893,0.188728,0.443540,0.166199,0.326713,0.150428,0.236626,0.127598,0.160579,0.569225,0.560621,0.703365,0.583752,0.807752,0.604375,0.898425,0.609264,0.748508,0.486104,0.867798,0.467315,0.957701,0.449726,0.990000,0.430532,0.887402,0.509302,0.990000,0.497327,0.990000,0.490158,0.990000,0.475430
1,0.334663,0.706672,0.010000,0.592190,0.113149,0.553461,0.206869,0.511609,0.283302,0.480947,0.179618,0.436871,0.198023,0.304371,0.209936,0.207159,0.222742,0.123142,0.519434,0.714479,0.643188,0.789616,0.739077,0.842760,0.819146,0.887532,0.690624,0.777073,0.810021,0.830194,0.900446,0.877158,0.977777,0.906215,0.822614,0.852140,0.936986,0.879930,0.990000,0.910048,0.990000,0.928616
2,0.656669,0.753076,0.286685,0.866659,0.379950,0.766642,0.454672,0.674152,0.513746,0.600074,0.372357,0.572859,0.333855,0.429398,0.310525,0.321895,0.282986,0.219557,0.559499,0.456102,0.505126,0.298753,0.463353,0.168925,0.432817,0.074060,0.990000,0.559727,0.990000,0.517787,0.990000,0.487493,0.990000,0.461596,0.990000,0.558292,0.990000,0.520019,0.990000,0.492902,0.990000,0.464460
4,0.329492,0.487489,0.010000,0.358817,0.010000,0.301085,0.010000,0.247961,0.080061,0.010000,0.191334,0.232514,0.207856,0.120445,0.216489,0.027390,0.229278,0.010000,0.503896,0.489462,0.624399,0.540760,0.717629,0.584038,0.790283,0.624262,0.635796,0.593521,0.726889,0.666757,0.797258,0.732576,0.854855,0.782171,0.764785,0.646316,0.853703,0.705220,0.928091,0.746193,0.976754,0.778913
3,0.551870,0.444734,0.010000,0.221525,0.010000,0.149999,0.010000,0.089848,0.010000,0.034240,0.422337,0.117166,0.461023,0.010000,0.490566,0.010000,0.519130,0.010000,0.677065,0.164990,0.755536,0.022266,0.808775,0.010000,0.853935,0.010000,0.886692,0.307823,0.964612,0.179254,0.990000,0.085690,0.990000,0.010000,0.990000,0.463638,0.990000,0.356937,0.990000,0.278430,0.990000,0.207690
1,0.346011,0.737713,0.010000,0.582411,0.109991,0.555913,0.226658,0.529869,0.324325,0.509854,0.200300,0.400942,0.248838,0.249889,0.285682,0.143066,0.314009,0.039319,0.526716,0.799075,0.648348,0.919298,0.733960,0.990000,0.807237,0.990000,0.775390,0.841282,0.911295,0.902277,0.990000,0.951805,0.990000,0.990000,0.910460,0.949862,0.990000,0.990000,0.990000,0.990000,0.990000,0.990000
2,0.382195,0.425322,0.091552,0.344903,0.194058,0.334873,0.291208,0.337215,0.369992,0.333311,0.257027,0.160256,0.286967,0.040641,0.313851,0.010000,0.338582,0.010000,0.489632,0.188188,0.548796,0.070342,0.597208,0.010000,0.638290,0.010000,0.700774,0.547779,0.789370,0.626848,0.858296,0.691445,0.921229,0.746274,0.840591,0.584050,0.945335,0.623629,0.990000,0.658224,0.990000,0.680260
1,0.526805,0.727379,0.219799,0.678867,0.300930,0.609028,0.370147,0.557926,0.434621,0.511046,0.375978,0.513909,0.388512,0.402331,0.399092,0.310727,0.415732,0.235467,0.693427,0.701005,0.814441,0.737869,0.915996,0.766324,0.990000,0.792699,0.863309,0.708807,0.973783,0.722761,0.990000,0.733815,0.990000,0.746701,0.982276,0.791541,0.990000,0.832964,0.990000,0.855079,0.990000,0.882403
4,0.614762,0.520897,0.046247,0.306297,0.010000,0.235026,0.010000,0.165112,0.460892,0.010000,0.526936,0.236259,0.581118,0.113351,0.628701,0.024431,0.666677,0.010000,0.796091,0.554107,0.919343,0.641662,0.990000,0.715126,0.990000,0.766799,0.971853,0.641248,0.990000,0.711183,0.990000,0.769436,0.990000,0.817380,0.990000,0.719682,0.990000,0.769326,0.990000,0.802126,0.990000,0.827773
3,0.430185,0.571629,0.010000,0.423588,0.010000,0.350419,0.010000,0.289476,0.010000,0.231302,0.270096,0.254576,0.314837,0.109213,0.342728,0.010000,0.375877,0.010000,0.507808,0.260480,0.543140,0.088878,0.570679,0.010000,0.595094,0.010000,0.728638,0.360652,0.765203,0.215016,0.795751,0.100816,0.819563,0.010000,0.950953,0.532285,0.990000,0.408169,0.990000,0.326076,0.990000,0.246121
4,0.493917,0.779695,0.010000,0.665950,0.010000,0.602246,0.010000,0.543545,0.184851,0.251289,0.324773,0.491925,0.341786,0.358368,0.354565,0.250641,0.370538,0.159390,0.671421,0.809969,0.790880,0.901376,0.887483,0.974409,0.963441,0.990000,0.874395,0.848333,0.990000,0.904578,0.990000,0.954094,0.990000,0.990000,0.990000,0.913606,0.990000,0.953301,0.990000,0.990000,0.990000,0.990000
2,0.637825,0.308474,0.325565,0.251946,0.405583,0.193803,0.485864,0.141794,0.545409,0.095603,0.488313,0.095656,0.508796,0.010000,0.529961,0.010000,0.545588,0.010000,0.642320,0.066513,0.647022,0.010000,0.655953,0.010000,0.659494,0.010000,0.969772,0.304926,0.990000,0.330028,0.990000,0.346860,0.990000,0.357962,0.990000,0.356579,0.990000,0.370500,0.990000,0.380681,0.990000,0.390238
3,0.367543,0.668362,0.010000,0.709284,0.010000,0.680737,0.010000,0.654544,0.010000,0.626800,0.167371,0.462039,0.169357,0.345332,0.171564,0.253323,0.167573,0.164375,0.331417,0.414585,0.311133,0.282409,0.295261,0.170492,0.284151,0.084615,0.543270,0.442560,0.533912,0.322035,0.530200,0.222669,0.525603,0.143390,0.728532,0.511171,0.733096,0.399069,0.743199,0.324620,0.750617,0.248072
4,0.321414,0.558477,0.010000,0.671639,0.010000,0.642452,0.010000,0.631358,0.010000,0.188963,0.058729,0.367529,0.025076,0.242612,0.010000,0.134742,0.010000,0.051750,0.487916,0.526953,0.631388,0.571638,0.742516,0.614002,0.836820,0.640994,0.684048,0.523183,0.814834,0.554859,0.913857,0.585227,0.990000,0.605325,0.845833,0.504589,0.968442,0.506746,0.990000,0.508597,0.990000,0.508574
4,0.524157,0.351520,0.016534,0.546927,0.010000,0.541082,0.010000,0.529379,0.073781,0.077402,0.281221,0.212180,0.248698,0.104039,0.212555,0.010000,0.192471,0.010000,0.663348,0.293243,0.799187,0.308103,0.908121,0.320938,0.990000,0.338641,0.841134,0.238622,0.959433,0.236251,0.990000,0.242850,0.990000,0.244967,0.976872,0.210540,0.990000,0.198695,0.990000,0.192397,0.990000,0.195377
1,0.359193,0.689685,0.010000,0.589612,0.104991,0.552863,0.218932,0.516291,0.317116,0.490989,0.163715,0.361808,0.177455,0.212523,0.187595,0.092084,0.200962,0.010000,0.568357,0.715140,0.706781,0.809607,0.812734,0.893623,0.904070,0.951296,0.773936,0.787165,0.896698,0.883245,0.990000,0.953947,0.990000,0.990000,0.947978,0.845635,0.990000,0.907642,0.990000,0.947119,0.990000,0.990000
4,0.612998,0.641779,0.010000,0.529952,0.010000,0.454909,0.010000,0.388976,0.320045,0.075368,0.454238,0.355972,0.494441,0.221968,0.523038,0.113152,0.547076,0.014891,0.809933,0.646520,0.952955,0.724295,0.990000,0.792993,0.990000,0.838794,0.990000,0.711354,0.990000,0.786648,0.990000,0.845235,0.990000,0.890424,0.990000,0.762730,0.990000,0.805891,0.990000,0.832140,0.990000,0.859908
3,0.555864,0.531324,0.010000,0.477014,0.010000,0.427322,0.010000,0.378299,0.010000,0.341766,0.376840,0.284355,0.383990,0.154753,0.389788,0.054948,0.394033,0.010000,0.578229,0.257274,0.585240,0.119938,0.589719,0.010000,0.601600,0.010000,0.777531,0.318920,0.791823,0.195060,0.794527,0.096447,0.808291,0.014609,0.960255,0.429560,0.990000,0.322857,0.990000,0.235694,0.990000,0.166533
1,0.679285,0.690981,0.374157,0.672394,0.461211,0.625072,0.536436,0.574607,0.610803,0.533024,0.499201,0.478227,0.509366,0.360564,0.506404,0.267934,0.509835,0.194420,0.828490,0.690453,0.943496,0.756818,0.990000,0.809777,0.990000,0.852150,0.990000,0.669769,0.990000,0.692728,0.990000,0.707682,0.990000,0.727534,0.990000,0.706166,0.990000,0.725961,0.990000,0.734442,0.990000,0.743028
4,0.347524,0.377500,0.010000,0.282395,0.010000,0.225524,0.010000,0.178864,0.094542,0.010000,0.192584,0.110930,0.227630,0.010000,0.256563,0.010000,0.275275,0.010000,0.531447,0.379340,0.666222,0.446112,0.776251,0.499828,0.864399,0.539867,0.730947,0.407025,0.858173,0.450775,0.962970,0.475400,0.990000,0.506393,0.869978,0.473608,0.990000,0.493315,0.990000,0.507894,0.990000,0.515776
0,0.419743,0.642722,0.048263,0.648485,0.131976,0.564868,0.203294,0.484957,0.254668,0.420508,0.374235,0.639475,0.506781,0.656623,0.614178,0.671388,0.701659,0.688064,0.600427,0.576928,0.744007,0.588130,0.862032,0.607681,0.959001,0.612282,0.792166,0.545740,0.925871,0.539657,0.990000,0.533370,0.990000,0.530193,0.945286,0.576428,0.990000,0.573655,0.990000,0.565344,0.990000,0.560876
